speaker,label,type,utterance
247203359,,,"@XboxSupport1 Hi, question If I purchase something for a game on an xbox will the other profiles on that console be able to play it?"
139239482,,,"@IXGhOsTX1 Yep, that's right ^PC"
247203359,,,"@XboxSupport1 Alright, thanks!"
139239482,,,@IXGhOsTX1 You're welcome ^PC

139239482,,, @Pirner72 Did you get an error code?
139239482,,, How are you connecting to the internet-wired/wireless?
267850963,,, @XboxSupport1: didn't see an error message.
267850963,,, I did switch from wireless to wired during download
139239482,,, @Pirner72 Have you had a chance to retry the download via wired?

139239482,,, @Cydonea What region are you from?
401038142,,,@XboxSupport1 I am from Nicaragua.
139239482,,,@Cydonea Not seeing hour region listed on here http://t.co/ebaI2Nqm  ^KN

139239482,,, @JackMarshallxD have you tried resetting the router and modem?
382326091,,, @XboxSupport1 nah.
382326091,,, This is the problem :'P http://t.co/PjBEkQq7
139239482,,, @JackMarshallxD how'd that happen?
382326091,,, @XboxSupport1 no idea.
382326091,,, Haha.
382326091,,, Turned my xbox on and no internet so i checked and it was broke.
382326091,,," I was like ""nooooo"" abd relacement are Â£60"

272230217,,, @XboxSupport1 I cannot get my xbox to connect to xbox live.
272230217,,, I went through all the steps on http://t.co/MtNEib9B but it doesnt work
139239482,,, @DJKronium Where is the connection test stopping when you run it?
272230217,,,@XboxSupport1 It stops at network
139239482,,, @DJKronium Gotcha.
139239482,,," Just to make sure, were these the steps you went through before?"
139239482,,, http://t.co/DpnWpdc8 ^PC
272230217,,, @XboxSupport1 I don't know what I did or what happened but I eventually got my xbox connected.
272230217,,, Thanks for the help!
139239482,,, @DJKronium Rad!
139239482,,, Let us know if anything else pops up down the line ^PC

139239482,,, @blackknife We are aware that some of you may have issues with your XBL account.
139239482,,, A fix is on its way!
139239482,,, http://t.co/6N6mW5mT ^KN
11661572,,, @XboxSupport1 @blackknife thanks.....patiently waiting!
11661572,,, #borderlands2 day today of all days for Xbl to go down!
11661572,,, Thanks again
139239482,,, @blackknife you're welcome.
139239482,,, Thanks for your patience.

139239482,,, @tdrsxkrazyxkix Have you tried changing the position of your console from a horizontal to vertical position?
162140628,,,@XboxSupport1 yes it beeb horizontal
139239482,,, @tdrsxkrazyxkix Does it make the same noise when it's vertical?
139239482,,, Be sure to take out any discs inside ^PC
162140628,,,"@XboxSupport1 its none of the discs thats causing it,it does iylt even witjout a disk"
139239482,,," @tdrsxkrazyxkix Oh, I see."
139239482,,, Have you wiped the console down with a soft dry cloth recently?
139239482,,, http://t.co/AwOySdtH ^PC
162140628,,,@XboxSupport1 well i aint do it in 2 weeks
162140628,,,@XboxSupport1 i did now n then turnt it on
162140628,,,@XboxSupport1 it started again
139239482,,, @tdrsxkrazyxkix is it set on a hard flat surface and in a well ventilated area?

139239482,,," @HEELVengeance We are unable to do that, did you have any Xbox support related questions?"
605218359,,,"@XboxSupport1 ahahah sorry My bad , I'm not question this day ;)"
139239482,,, @HEELVengeance It's okay.
139239482,,, Have a good day and let us know if you have questions :) ^PC
605218359,,,@XboxSupport1 you too ;) have a good day

139239482,,, @zrenko Was there something we can assist you with?
139239482,,, What happens when you request a call?
488171267,,,@XboxSupport1 they didn't pick up and idk what is wrong with my name it won't let me connect to live
139239482,,, @zrenko What is the error that you get when do try to sign in to LIVE?
488171267,,,@XboxSupport1 that I can chat with my friends but my name is unavailable at the time
139239482,,," @zrenko Can you send us a screenshot of what you see when you try, please?"
488171267,,,@XboxSupport1 it is to bright but the code is 80072ee2 it's allows me to talk to friends but nothing online
139239482,,," @zrenko for that, try bypassing the router and run a direct connection to the modem."
488171267,,,@XboxSupport1 did that and still nothing
139239482,,, @zrenko By any chance are you in the beta?
488171267,,,@XboxSupport1 what's that
139239482,,," @zrenko Nevermind, which test passed/failed after the end results displayed when you run the network test ( http://t.co/W7j6pQgs )?"
488171267,,,@XboxSupport1 all pass even the xbox live sometimes but when I try to get online or watch a movie it disconnects me from just live

139239482,,, @TGizzle2_real Gotcha.
139239482,,, How are you connected to your TV currently?
488511871,,,@XboxSupport1 yea I tried everything might be the cord
139239482,,, @TGizzle2_real Have you tried multiple cords?
139239482,,, Or different types as well?
488511871,,,@XboxSupport1 I haven't tried another cord yet but I will
139239482,,," @TGizzle2_real Ok, let us know if that helps!"

139239482,,, @antisober552 Attaching a HDD via USB is not supported.
139239482,,, Are you trying to do that to use an old HDD with an Xbox 360 S console?
228885905,,,@XboxSupport1 I'm just waiting for a password to my dad pc and I would of fixed it

139239482,,, @Kif_Bewick Do you remember what email address it came from?
25995519,,,@XboxSupport1 sure - Xbox@engage.xbox.com

139239482,,,@Nikita_Meek Looks like you may need a replacement power supply ^JX
220658231,,,@XboxSupport1 no way I can fix this myself with a soldering kit?
139239482,,,@Nikita_Meek We don't recommend any self-repairs as they can void the warranty ^JX

139239482,,, @JesterJezza Even IE?
50257789,,,"@XboxSupport1 Yeah, exactly the same on IE"
139239482,,," @JesterJezza And this is when you go to view your profile here, yes?"
139239482,,, http://t.co/citBqymh ^JN
50257789,,,"@XboxSupport1 Sorry for late reply, I was using a different link http://t.co/j9AuhF6C, the link you provided says page not found"
139239482,,," @JesterJezza Just to make sure, your profile still isn't showing up now, right?"
50257789,,,@XboxSupport1 Yeah it's still not coming up

139239482,,, @HackedByFixis Have you contacted phone support about that?
139239482,,, They may be able to help.
723481231,,,@XboxSupport1 I did everything as they said and recovered my account but they didn't give me a one month o.o
139239482,,, @HackedByFixis You could contact them inquiring about that.
139239482,,, We wouldn't be able to give that to you here on Twitter.

139239482,,, @BradShrewsbury Was it redeemed successfully?
30868632,,,@XboxSupport1 It said it redeemed a 12 month pre paid card :S
139239482,,," @BradShrewsbury Ok, what does it say next to your account when you sign into http://t.co/da0mulu2 ?"
30868632,,,@XboxSupport1 when I go on my account it says this - Prepaid 12M Xbox LIVE Gold - It also says gold member on the top right about a third in
139239482,,, @BradShrewsbury OK looks like it should be fine then.
139239482,,, Can you clear the console cache and redownload your profile again?
30868632,,,@XboxSupport1 It seems to be working now :P thank you :D

139239482,,, @SPL1TSECSH00TER Done!
139239482,,," If there's anything we can assist you with, do let us know."
139239482,,, Thanks.
421594513,,,@XboxSupport1 not sure if you can point me in the right direction on whose end the issue is on
139239482,,, @SPL1TSECSH00TER Would you be able to send us your results from http://t.co/edgLK7RI real quick?
421594513,,,"@XboxSupport1 ping 36 ms, download speed 45.63 Mbps, upload speed 5.87 Mbps"
139239482,,," @SPL1TSECSH00TER Alright, thanks."
139239482,,," That looks good, perhaps you're just being matched up with people whose connections aren't so good ^PC"
421594513,,,"@XboxSupport1 alright, that's what I thought but it seems to happen everyday, no matter what lobby I'm in"
139239482,,," @SPL1TSECSH00TER Hmm, do other games seem to have a better connection?"
421594513,,,@XboxSupport1 my Xbox is only about 3 months old at the most
139239482,,, @SPL1TSECSH00TER So MW3 is the only game where you're seeing a bad connection?
421594513,,,"@XboxSupport1 No, I sold MW3 because it was so bad, I still have a bad connection on black ops but it's way more playable"
139239482,,, @SPL1TSECSH00TER What about a non-Call of Duty game?
421594513,,,"@XboxSupport1 I don't really play any other online MP games, just skyrim but there wouldn't be any issues with Internet lag with that"
139239482,,, @SPL1TSECSH00TER Fair enough.
139239482,,, Have you already seen/been through the steps here?
139239482,,, http://t.co/MWz61HaV They might help ^PC
421594513,,,"@XboxSupport1 I've tried almost all of those, but I will try a hardwire connection later today, downside is I bought a new xbox for wireless"
139239482,,, @SPL1TSECSH00TER It might be that the wireless signal is a bit weak.
139239482,,, How many walls/ceilings would be between the router and console?
421594513,,,@XboxSupport1 it's literally about 6 inches from the router and modem
139239482,,," @SPL1TSECSH00TER Hmm, are there many other wireless things in the area?"
421594513,,, @XboxSupport1 using my connection??
421594513,,, Just my phone and my wireless is password protected
139239482,,," @SPL1TSECSH00TER Not just connected to the router, I'm thinking about things that may be interfering with the signal."
421594513,,,"@XboxSupport1 there shouldn't be anything else running off of it, laptops are off and the desktop is also turned off"
139239482,,," @SPL1TSECSH00TER This may sound weird, but is there a microwave nearby?"
421594513,,,"@XboxSupport1 there is one about 15 feet away, and yes that does sound weird :-/ haha"
139239482,,," @SPL1TSECSH00TER It's not just because I'm hungry, honest."
139239482,,, Does unplugging it make any difference?
139239482,,, They can actually interfere with WiFi ^PC
421594513,,,"@XboxSupport1 totally made a difference, that you so much, especially because u used the better part of your day helping me, thanks again"
139239482,,, @SPL1TSECSH00TER Awesome!
139239482,,, We're happy to help out.
139239482,,, Tweet us any time :) ^PC

465670510,,,@XboxSupport1 no-now it say says app is unavabible-try again later
139239482,,, @Falcongam Does it say that on the dashboard or inside the app?
465670510,,,@XboxSupport1 inside the app
139239482,,, @Falcongam Alright.
139239482,,, Do you get any errors when you run the Live connection test?

411108884,,,@XboxSupport1 Can you plz support my xbox by giving me a list of all anime games
139239482,,," @RealReimu First, are you real Reimu from PC?"

139239482,,, @Zobernuts you're getting disconnected from Xbox LIVE?
290660713,,, @XboxSupport1 yes that's correct.
290660713,,," I'll be online playing CoD then suddenly I'll be ""Disconnected From Xbox Live"" for no reason."
139239482,,," @Zobernuts go ahead and reset the router and modem, see if that'll help."
139239482,,, @Zobernuts can you try to run a direct connection to the modem to see if that'll still occur?
290660713,,,"@XboxSupport1 it's not my Internet connection, someone has my IP address and is booting me."

139239482,,, @CA5CADA Thanks for the heads up!
139239482,,, Did you have any Xbox support related questions?
212639136,,,@XboxSupport1 unless you guys can help Atari to keep their servers open I can't think of anything :)
139239482,,, @CA5CADA Word.
139239482,,, Have a good one!

139239482,,, @Pseud0logik Are you talking about actual ads?
139239482,,, Or the convention coverage tiles?
141258957,,,@XboxSupport1 is it possible to turn off either/both?

139239482,,,@Heazie Let's clear the cache: http://t.co/Yy3otP6R then redownload your profile: http://t.co/8kgMMGik &amp; please keep us posted ^JX
